name,id,description,friends,followers,location,tweet,flag
Mairie d'Issy,EmVanVliet,The kids are grown and the cat is dead. So here I am.,1451,431,"Kingswear, Devon",punchdrunkbaby junkerjo If you want an honest picture of London years later during the Depression theres Mary,0
Ayush||GopikaAndAbhiStan,Bizzle_is_Back,I believe in Bizzle supremacy,321,204,in your mind 💜,BieberF116 Wow so many sequelsDo you think before Justin got depressed scooter was working on Purpose movie or,0
𝕒𝕝𝕖𝕩 ☾,sorepizza,blm,485,498,"Texas, USA",depression,1
Rusheek Rawal,rusheekrawal,welcome to an aggregation of tweets so stupid even I didn't think I could write them |18| med student ig idk,98,50,,My Brain lmao fuck this guy were going to make him depressed all day todayMy Dog,1
Fleur.,dearestfIeur,"she/her, ca ft fa — a 𝗶𝗻𝘁𝗽-𝘁, 𝗮𝗿𝗶𝗲𝘀 and proud 𝘀𝗹𝘆𝘁𝗵𝗲𝗿𝗶𝗻 girl who currently busy loving lee juyeon, jeno, jungmo and eric. royál code : wont, yoonr, nwou. ☆",235,163,"daily reminder, 𝗽𝘀𝗮𝗹𝗺 𝟮𝟯:𝟲.",SadHappySingleDepressedInspiredInarelationshipFor more relatable tweetsmust check and follow jisungjaksel,0
Colin,LegendColin,,3397,216,,MNmoistwaffles INTELCallofDuty cause his family is lying acting like one day he just had a heart attack in great,0
Unheard Voice 🦋 🦋,unheardvoice07,News Headlines | History | Economics | Opinions | Hinduism |,973,498,Bharat ,SalveArnabs lawyer As per Anvay Naiks suicide note Arnab Goswami owes 83 lakhs where more than 5 crores have,0
Jayanta Konjengbam,jkonjengbam,"Enthusiastic SE, extensive work on Windows/ Mobile/ Embedded (App)/ Bluetooth/MDM.",227,84,Canada,SamarthDPatil Because it doesnt look like a suicide maybe The case was closed in 2018 when no incriminating evi,0
S Banerjee,SBanerj08336227,,46,1,,neeleshmisra Sir theres much more to this suicide case than what meets the eye Please see the social handles of,0
sylvia 🍄,ohdammnsylvia,,1563,1654,,im so glad i live with ari because her sopitas cure depression,0
『S A S A G E Y O』,catanetristan,"You're only as good as you continue to push 💪

-Chris Heria",332,96,"Cebu City, Central Visayas",I just realized that Dios and Jotaros VAs are in AoT so now whenever I watch the SPOILERS for anyone who for,0
Romeo Sierra,sierraromeo98,"An Indian from North East ,Air Force Brat, Sketcher , Shutter Shooter, जैव विज्ञान इंजीनियर, SFSL Trained Forensic analyst",3062,392,Papua New Guinea,airwarriorpam rajnathsingh he committed suicide,1
The Jaihind,TheJaihindNews,Journalism Of Truth,16,26,,Breaking NewsSalve As per Anvay Naiks suicide note Arnab Goswami owes 83 lakhs where more than 5 crores have,0
Playtime Stuff,Depressing_Cow,"Can I be ur friend?

Now pulling tweets from @Iron_Cgull, @themarshybear, @tazreentasnim, @goodguygenc.",6,53,,The new Little Dragon song reminds me of The day After Tommorow,0
🪐Dylan~BLM🪐,Dylan64716372,~Reciprocate my energy~,515,45,"Massachusetts, USA",SIKE leaving again still depressedmaybe even more,0
OB,obrien_Donfucka,i cn look at a hoe n tell she got dishes in her Sink..!!,334,1739,Botswana,Poachers know they are embarking in a suicidal mission they see you first they shoot to kill,0
Catboy E-Thot | ⛓ Criminal ⛓,snakemlm,"♡    Let's get mischievous and polyamorous    ♡            
 ♡ @pencilclicks ♡ 
ACAB | BLM | Pride was a riot

♡ Luci/Eli ♡ he/him ♡ 24 ♡ white ♡",283,110,,And Im done before midnight Depression Idk her,1
𝐶𝑜𝑛𝑠𝑡𝑎𝑛𝑐𝑒,pileofprose,Wholesome Akashi in real life.,47,10,4/4 #4selfship,Whats left in youEdgy boi crippling depressionMe sanity,1
Secret Lover 🌈,Omoalufaa,"Hey, Sometimes Growing takes Breaking, Be easy on yourself 💕",1983,19474,,snootid Depression from every angle,1
soumitra,SarkarOnDuty,,727,110,Saabka saath saabka vikash..,11 Nov 2020 1108 AM As per Naiks suicide note goswami owed him 88 lacs and he already paid him 5 crores already s,0
hr,venideO___o,idk,0,0,,i want to commit suicide,1
sav🍠,savdav99,,342,363,"lawrence, ks",I may be depressed and probably have other mental illnesses but at least I dont think Rory shouldve ended up with LOGAN,1
Abidings,AbidingsFN,17 | Dogshit Fortnite Player,747,96,New York,Sparebow what is every year depression and why do I have it,1
Conservatives Against Trumpism,DumpTrumpism,Born and raised in the SF Bay Area but hold many conservative ideals. Proud American. Attorney. MBA @Wharton. #CountryOverParty,584,226,"Redwood City, CA",samanthamarika1 Complaining about your work helping to stop suicidal people from killing themselves Noble,0
Upstract News,upstractcom,The whole Internet on a single page,1,1741,,Suspect on trial for 1972 murder dies by suspected suicide hours before guilty verdict trial murder police,0
Antonio Maxey,MaxeyAntonio,"if you’re reading this, why?",68,28,"Fort Collins, CO",seasonal depression hitting hard rn,1
"mac, before happily ever after",lillmacdaddi,I know you know me I ain’t gotta introduce shit,55,36,Disappointment Island,depressed drinking tonight yes maam,1
Heather 🦃,Heather_Maartin,manic depressive trans girl/ BLACK LIVES MATTER,496,462,She/Her,To people with Depression that are in their 30s and older with Depression does the broken feeling ever go away,1
Black Lives Matter ‼️,Makaiyaaa,US ARMY| University of KY| BC3|,684,609,502,That seasonal depression be kicking my ASS That bitch got hands frl,1
Vulcano,69HotMilf69,,10,8,,Fellows sometimes I feel depressed when thinking about school But then I realize Im not the the biggest fool in,1
International Drug Policy Consortium (Asia),IDPCAsia,"Check out the podcast 'Reality Bytes: On drugs in Southeast Asia': https://t.co/ZgFDPR7CO9

Subscribe to the Asia-Pacific weekly news digest: https://t.co/s7OdRdce8E",633,467,"Bangkok, Thailand",The death of SushantSinghRajput led to questions about the justice system in India It also raised discussion abo,0
Linda,RebekahNishon,I love my man & video games,171,51,"Indianapolis, IN",Meganformore My depression and bd say otherwise Lets be long distance workout buddies,1
PH ❀,hrtdx,"chase a bag, don’t worry bout what I’m doin",266,396,,Just woke up from a cluster of depression naps HOW YALL DOIN,0
Justice for Sadhus,JforJaish,"caitanyamàtmà
In a constant fight with Ego .
Daddy  - Tamil, Mummy - Telugu , Sis in law - Kannada and Ex was a Tulu . Me ? Blehhhhh....",383,321,Namma Bengaluru,Appreciate him fr being politically right bt d arrest is fr abetting suicide by nt paying back money 2 a man who wu,0
Charl,penguin_charl,"Don't underestimate the value of doing nothing. 

Winnie the Pooh",303,451,Usually found in Stockholm. ,debrakidd a parent who needed police protection after their violent ex was released from prison family members,0
Scared illiberal Intellectual,a01nar,"Writer, Author, Intellectual, Scholar. Analyst, Researcher, Thought leader",876,162,,SimandharR barandbench Abetting of suicide was brought to curb freedom of speech on palgharsadhulynching The,0
will southard,weeaboo_willy,"I like anime, comics, movies, art, writing, and sleep. call me a basic shut in nerd, you are not too far off.",44,1,"Hawthorne, CA",Please suicide is such a big problem in any community not just lgbtq but in teens in poc in immigrantsPlease let his name be heard,0
RealitySim,Olay59910199,"I’m just a young, black Simmer that loves reality shows and The Sims!",344,88,,wordportrait10 Thats the parents way to live Those kids were miserable Moriah was depressed If Olivia didnt,0
Emiliano Vázquez,Emiliano2304_,,118,3,,Depressed lamp c,0
ʚ♡ɞ,ANGE11NUMBERS,"poor, fat, & ugly",566,59,,All my bitches got seasonal depression none of us are making it to 2021,0
social,SocialFN,17,1728,549,Tiannamen Square,Sparebow thats just depression bro we all got it this year,0
Mandark,bandoamando2,Not much between despair and ecstasy,1889,1004,Star stuff,reallyhotpants Fuck its so depressing right now,1
🧚🏻‍♂️ ethan is ia,hwallrics,#ERIC: i’m a baby and i like sweet things 🍬,97,248,he/fae • 19 ♡ nova,tw death suicide abuse,0
TheControversyDaily. ✍🏽,CandyDhami,WRITER. LOVER. MUSIC EXTRAORDINAIRE. Prince enthusiast. Car geek. Full-time muse. The star of your dreams. Hopeless romantic. Vicious and vivacious. ♋,592,885,"Vancouver, British Columbia",To imagine what the world would be like if these men werent killed is both frightening and simply depressing So much promise gone,1
Bria,bbrrriiiiaaaaa,|Clark Atlanta University| ig: @_briajackson_ 🧡 Business Ig: @theecustomsociety 🤍,117,210,,Not the seasonal depression kicking in,1
Alison,Alison8706,I probably have better taste in music than you. Arkansas Razorbacks🐗 Oklahoma State Cowboys🔫 ...UCA🐻 '21 #daddygang,116,45,"Conway, AR",Suicide is never the answer Youve gotta outlive your enemies,1
ty lee 🧚🏽‍♀️,hadidrih,meep meep,140,2235,tx,Im depressed again woooo,1
𝐒𝐨𝐫𝐞𝐧 {SH},MasterOfWindss,"Former tactician of the Greil Mercenaries. Wind Archsage.

       {18+ Material}",542,585,Wherever the wind takes me.,Tis the Seasonal Depression so yall know Im here for it,1
Thatshot118,thatshot118,"Lesbian, Gaymer, Geek YouTuber (go ahead and subscribe)Comedian, Skater,   Game Design Major",362,43,,RIP Stephanie I cant believe you hung herself in prison and she left a suicide note to me its my fucki,1
elyssa ⨟ ✰ YEOJIN BIRTH,orangekwan,#부승관: this bitch called me ugly i said “bitch where” || she/they,737,511,M!NOR (13-15),i really want to tell my doctor but that doctor always says shit like why are you depressed just be happy she do,1
kanchi,Kanchi1997,"Indian. Not a bot.
I am here for Justice for Sushant Singh Rajput.",98,72,India,A person with such positivity cannot commit suicide Arnab has been one of the first influential people to questio,0
Shan,rakkanchat1,Nation First. Trust NAMO. Against Family based political Parties. Special interest in SME and Agriculture. Award winner International Trade. Blog writer for SME,489,409,India,LiveLawIndia And for ease of doing business there must be law to protect business interests of all Any suicide c,0
🦇pansy 2.0🦇,baevenclaw_,⚯͛ 25 y/o ravenclaw tryna shift realities (& it’s kinda working!!!) dont want my irls to know how hard my obsession is so here I am 🖤 Tom Felton🖤 (avi is me),41,5,Ravenclaw Commonroom,i love my family my fur babies my unofficial boyfriend my goddaughter which is why i wouldnt wanna get stu,0
MITCHELL !!,MILFOFSORROWS,"📿—WE SPARK AND FADE, THEY DIE BY THREES!!!!!! ✧･ﾟ: *✧･ﾟ: / eighteen / nonbinary lesbian ⚢ ✿ / they/them / ✧･ﾟ: *✧･ﾟ:*",347,375,tfw im butch gerard,still depressing how i dont have 1K TBHHH,1
unusual poems,UnusualPoems,"Breathe, speak & heal through words • Open submissions via dm • Msg us for removals/credits. *We do not tolerate plagiarism & We do not own any content posted*",11,472234,,SadHappySingleDepressedInspiredInarelationshipFor more relatable tweetsmust check and follow MillsReggie,0
Nidhi,Nidhiashilpian,"NATIONALIST.                                   Trust me..u don't know me!!!
Barking Dogs will not be Replied and Only Blocked.If you are Blocked means U BARKED!",208,475, India,Tweetycutie18 belikevinayak Its true His mother was found downNo suicide weaponsNo direction of suicide,0
J,PizzaPastaPain,"this is a semi secret account where I can get any sort of thought outta my head. Those thoughts may sound very edgy/melodramatic/random, but I gotta voice ‘em",0,0,Antarctica,Even if my depression and anxiety destroy my ability to ever develop and express my own potential and causes me to,1
Seli 🐢,seli_turtlemom,1.12.13 Happily Married to the LOML ❤️; Mommy👸🏻👸🏻; 💪🏼💚On my weight loss journey; she/her,403,106,"Antioch, CA",Sometimes its easier to suffer in silence Seasonal depression sucks,1
Sneaky🦅🤖,Johnny_Tapiaaa,R.I.P🙏🏼Mazi ✴️ I Just Want Tha Paper💰Stand Firm On What I Believe In 💯M's,4810,555,"Memphis, TN",women stop taking advice from your miserable friend She never had a bf or husband so how can she teach you about,0
‘𝕄𝕀𝕁𝕀🧸,olamijiofficial,Faith 🙏🏾| Legal ⚖️ | Family 💞| Creative✒️🎤 | @manutd forever ⚽️|,1647,1803,Nigeria,Love for yourself is the foundation for receiving love from others and repelling hate envy amp depression,1
:),valeriabuelna10,valeriabuelna1,387,711,,I get out of work and go straight to sleep then come back to work How fucken depressing,1
❥마이멜로디,k1tty_ang3l_,Ꞝsanrio𑑄⸼˖,30,2,,depressed,1
Samavritti,samavritti,Wandering soul. Free mind. Mysterious. Not a dreamer. Love to explore myself and be my true self. Follow at your risk as I can make you uncomfortable at times.,75,4069,India,We got too inspired of US elections But forgot Indian institutional framework is in shatters today So this depression is quite natural,1
Corporate Machiavelli,CorporateMach,"Machiavellianism in the Modern World

55 Essays on website
https://t.co/qNB2BVLMcv

Terminally Ill; mass posting right now.",182,4989,New York,He doesnt seem like the sort of man to say The emotional pain of being in jail is so terrible and the embarrassm,1
not SleepyJoe,soldes18,I am parody account of #SleepyJoe,22,93,,Request ChiragPaswan to sue ShekharGupta for comparing him as a brainwashed killer HMOIndia please take note,0
ALEXIS DENAE’ 🧨,denaeDOTcom,twenty two.,268,513,,Im so depressed without my hair done,1
Lori Perkins,LoriPerkinsRAB,https://t.co/1ZnSY1hLOp Lives Matter.Publisher Riverdale Ave Books & RDN.Award-winning lit agent https://t.co/dUKz0LPGr1.Co-author Two Dukes Are Better Than One @LornaJWrites,5752,5249,New York City,Suspect in 1972 Murder Dies in Suicide Hours Before Conviction,0
˗ˏˋ 𝑺𝒆𝒓𝒆𝒏𝒂 𝑪𝒓𝒐𝒇𝒕 ˎˊ˗ ☾ .▪︎°•,SerenaCroft,"《 Classic Lara Croft = 👑 》
 • | gamer | derp | 90es girl | •

🦊 24 // 10 // 2019 🦊
pfp credit: @InnaVjuzhanina 💙",304,477,,RossKroft96 Thank you I appreciate it But yeah my point is thatI get how you feelIve been diagnosed,0
Nationalist,natttttionalist,🇮🇳,572,131,India,MSEDCL once again there is a power cut in Pimpri Chinchwad Old Sangvi Sangam Nagar We are working from home and,0
Bar & Bench,barandbench,"News about Law & Lawyers. #India related. Breaking news from Supreme Court of India, #DelhiHC, #BombayHC, #MadrasHC, #SupremeCourt, Retweet,Follow ≠ Endorsement",1203,284211,"Del,Blr,Mum,Chennai",Salve As per Anvay Naiks suicide note Arnab Goswami owes 83 lakhs where more than 5 crores have been paid to Con,0
Lyndsey,lyndseyerinx,Smiling young woman standing in snow.,275,288,,Props to the asshole who told me to quit whining and find an alternative when I voiced that going to the gym was,0
💙Certified Baby💙,MarieDraws_16,"Marie•18•She/Her•💀Skele simp•Self-insert artist
Gib the spooki bois luv~
(Side Garrus simp)
・
・
🔞18+ account @MarieSins18 adults only. Kids and no age blocked",340,132,"Texas, USA",Boy oh boy depression do be hitting a lot harder than normal heheheeeheeeee,1
Recep Tayyip Ayub,BenzGrove,Not happy rn Whatsoever,108,136,,anywayssooo Calm down Jamila dont pull out the Suicide Vest,1
danger queer θΔ,undomesticanid,"19 | they/them | wild mountain coyote therian | 'playfully' aggressive | chaotic stupid (nsfw in likes)
🏴 tg: @synanthrope pfp: @meldritchhorror",1769,558,"Arkansas, USA",me asks a furry who they voted forok this is gonna be social suicide but,0
